kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
8480582,K04386.01,Kepler-1702 b,CONFIRMED,CANDIDATE,0.9670,0,0,0,0,18.5010898,0.0001557,-0.0001557,149.17569,0.00601,-0.00601,0.719,0.046,-0.512,3.179,0.17,-0.17,421.1,33.8,-33.8,1.62,0.24,-0.14,555.0,,,22.40,11.10,-5.48,14.70,1,q1_q17_dr25_tce,5242.00,158.00,-142.00,4.613,0.030,-0.090,0.7340,0.1120,-0.0600,18h59m53.40s,+44d34m03.2s,15.789,
5197233,K04178.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.016016,0.006295,-0.006295,133.9561,0.0873,-0.0873,0.89,0.105,-0.641,3.8,13.2,-13.2,169,154,-154,1.72,0.5,-0.22,1138.0,,,396.43,340.45,-131.37,6.30,1,q1_q17_dr25_tce,6642.00,178.00,-218.00,4.390,0.062,-0.187,1.1360,0.3330,-0.1430,19h38m32.44s,+40d19m19.7s,14.404,
10936786,K04179.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.569961046,2.194e-06,-2.194e-06,131.80273,0.00381,-0.00381,0.343,0.131,-0.343,1.446,0.119,-0.119,44.2,3,-3,1.04,0.26,-0.38,2743.0,,,13463.04,9803.62,-8717.14,18.90,1,q1_q17_dr25_tce,5814.00,158.00,-176.00,4.066,0.357,-0.127,1.5490,0.3810,-0.5710,19h53m51.22s,+48d19m18.7s,13.333,
7119481,K00566.03,,CANDIDATE,CANDIDATE,0.9640,0,0,0,0,42.068554,0.001061,-0.001061,165.0211,0.026,-0.026,0.022,0.441,-0.022,5.723,0.496,-0.496,186.3,18.9,-18.9,1.32,0.41,-0.14,541.0,,,20.28,19.05,-6.05,9.80,2,q1_q17_dr25_tce,6122.00,182.00,-200.00,4.487,0.054,-0.216,0.9640,0.3020,-0.1010,19h29m15.84s,+42d37m34.5s,14.718,
6938264,K04180.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,0,1,0,1.121634781,3.969e-06,-3.969e-06,132.31311,0.00296,-0.00296,0.409,0.053,-0.409,1.155,0.111,-0.111,71.5,6.3,-6.3,0.6,0.03,-0.04,1225.0,,,529.90,131.86,-139.40,14.80,1,q1_q17_dr25_tce,4518.00,143.00,-159.00,4.589,0.042,-0.025,0.7200,0.0360,-0.0560,19h13m46.33s,+42d27m24.3s,13.958,
9899315,K04181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.33256979,1.315e-05,-1.315e-05,132.05279,0.00885,-0.00885,0.207,0.277,-0.207,3.293,0.245,-0.245,104.2,6.9,-6.9,0.97,0.3,-0.1,1692.0,,,1943.76,1779.52,-571.71,18.40,1,q1_q17_dr25_tce,6089.00,181.00,-199.00,4.495,0.050,-0.200,0.9500,0.2900,-0.0970,19h40m47.96s,+46d43m54.2s,15.377,
9541089,K04182.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.536650896,5.75e-07,-5.75e-07,131.709931,0.000843,-0.000843,1.175,0.101,-0.094,4.702,0.123,-0.123,273.2,3.2,-3.2,18.45,4.9,-2.09,2163.0,,,5179.76,3975.37,-1538.72,117.80,1,q1_q17_dr25_tce,5819.00,145.00,-160.00,4.494,0.075,-0.188,0.8810,0.2340,-0.1000,19h49m05.88s,+46d07m04.5s,13.956,
3650049,K04249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,397.73699,0.01117,-0.01117,222.0316,0.0182,-0.0182,0.883,0.013,-0.641,11.76,0.844,-0.844,1131.5,87.2,-87.2,3.05,0.4,-0.36,211.0,,,0.47,0.21,-0.14,15.30,1,q1_q17_dr25_tce,5313.00,175.00,-143.00,4.521,0.099,-0.081,0.7680,0.1000,-0.0900,19h30m19.41s,+38d42m32.8s,15.086,
9641076,K04250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.17818699,1.527e-05,-1.527e-05,132.00477,0.00615,-0.00615,0.553,0.403,-0.349,2.686,0.166,-0.166,115.8,8.9,-8.9,1.03,0.27,-0.16,1347.0,,,776.45,601.66,-282.10,15.40,1,q1_q17_dr25_tce,5584.00,166.00,-149.00,4.428,0.120,-0.180,0.9320,0.2390,-0.1470,19h12m11.95s,+46d21m30.0s,15.123,
8741470,K04251.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.23968392,2.442e-05,-2.442e-05,133.72124,0.00307,-0.00307,0.679,0.049,-0.537,0.668,0.18,-0.18,155.9,22.8,-22.8,1.55,0.41,-0.3,1060.0,,,299.03,235.11,-125.10,9.00,1,q1_q17_dr25_tce,5751.00,156.00,-156.00,4.303,0.180,-0.180,1.1430,0.3050,-0.2220,19h05m24.81s,+44d57m40.3s,13.795,
11125613,K02485.02,Kepler-1254 c,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,3.60082855,1.725e-05,-1.725e-05,134.037,0.00355,-0.00355,0.395,0.064,-0.395,1.938,0.123,-0.123,296.3,19.5,-19.5,1.36,0.04,-0.09,927.0,,,174.45,24.19,-32.29,17.90,1,q1_q17_dr25_tce,4838.00,77.00,-77.00,4.524,0.063,-0.018,0.7960,0.0270,-0.0540,19h00m41.60s,+48d46m12.1s,15.311,
10525049,K04252.01,Kepler-1948 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,15.5714121,0.0001077,-0.0001077,136.58529,0.00567,-0.00567,0.312,0.139,-0.312,2.294,0.222,-0.222,173.5,17.2,-17.2,0.72,0.05,-0.04,399.0,,,5.98,1.27,-1.14,13.00,1,q1_q17_dr25_tce,3872.00,77.00,-84.00,4.714,0.027,-0.030,0.5570,0.0330,-0.0330,19h09m27.37s,+47d47m06.8s,13.977,
9896018,K02579.02,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,3.59645081,3.644e-05,-3.644e-05,132.77209,0.00761,-0.00761,0.781,0.176,-0.545,2.661,0.213,-0.213,149.6,11.1,-11.1,1.66,0.29,-0.23,1327.0,,,732.82,323.35,-221.37,16.20,2,q1_q17_dr25_tce,5887.00,70.00,-79.00,4.292,0.120,-0.120,1.2350,0.2130,-0.1750,19h35m57.29s,+46d43m04.9s,15.147,
5095082,K04320.01,Kepler-1951 b,CONFIRMED,CANDIDATE,0.5540,0,0,0,0,20.6579443,0.0003509,-0.0003509,145.6348,0.0132,-0.0132,0.188,0.269,-0.188,8.798,0.405,-0.405,98.2,8,-8,1.27,0.23,-0.29,728.0,,,66.27,30.95,-29.23,14.10,1,q1_q17_dr25_tce,5468.00,81.00,-65.00,4.171,0.231,-0.116,1.3060,0.2300,-0.3060,19h21m59.97s,+40d17m15.7s,14.216,
12418891,K04321.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.760941405,4.138e-06,-4.138e-06,131.62978,0.00466,-0.00466,0.26,0.208,-0.26,1.773,0.152,-0.152,186.6,15.4,-15.4,1.18,0.27,-0.11,1817.0,,,2591.44,1712.40,-714.29,15.20,1,q1_q17_dr25_tce,5629.00,152.00,-169.00,4.553,0.038,-0.152,0.8700,0.1930,-0.0830,19h45m53.05s,+51d12m54.8s,15.855,
3839294,K07669.01,,FALSE POSITIVE,FALSE POSITIVE,0.4090,1,0,0,0,137.665706,0.001825,-0.001825,240.44616,0.00928,-0.00928,0.041,0.416,-0.041,3.732,0.266,-0.266,536.9,54,-54,15.41,1.06,-2.48,720.0,,,63.38,12.08,-21.59,11.70,1,q1_q17_dr25_tce,4832.00,50.00,-79.00,2.953,0.030,-0.027,6.8970,0.4750,-1.1090,19h12m12.70s,+38d56m16.5s,13.199,
7698701,K04322.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,370.90237,0.0115,-0.0115,205.0559,0.0235,-0.0235,0.0566,0.4033,-0.0565,10.558,0.625,-0.625,545.8,46.8,-46.8,1.97,0.8,-0.15,238.0,,,0.76,0.91,-0.18,14.70,,,5835.00,159.00,-159.00,4.554,0.029,-0.286,0.8470,0.3420,-0.0650,19h47m16.82s,+43d23m16.9s,14.830,
7698701,K04322.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,321.55087,0.01461,-0.01461,241.849,0.027,-0.027,0.1608,0.2812,-0.1607,5.863,0.858,-0.858,397,58.2,-58.2,1.68,0.69,-0.12,250.0,,,0.92,1.10,-0.22,8.20,,,5835.00,159.00,-159.00,4.554,0.029,-0.286,0.8470,0.3420,-0.0650,19h47m16.82s,+43d23m16.9s,14.830,
2830919,K04387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.54038914,1.498e-05,-1.498e-05,132.00494,0.0058,-0.0058,0.043,0.41,-0.043,1.683,0.217,-0.217,71.8,9.7,-9.7,0.84,0.24,-0.13,1638.0,,,1701.30,1418.98,-622.37,9.10,1,q1_q17_dr25_tce,5974.00,161.00,-179.00,4.422,0.101,-0.188,0.9890,0.2810,-0.1520,19h01m54.08s,+38d05m57.7s,14.753,
9588822,K04388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,71.76236302,4.589e-05,-4.589e-05,170.095082,0.000527,-0.000527,0.052,0.085,-0.036,29.435,0.0171,-0.0171,8591.9,8.2,-8.2,25.76,7.21,-15.63,665.0,,,46.35,39.26,-39.88,1134.30,1,q1_q17_dr25_tce,5529.00,168.00,-140.00,3.685,0.712,-0.178,2.8170,0.7890,-1.7090,19h28m32.23s,+46d12m08.7s,12.045,
2997459,K04389.01,,CANDIDATE,CANDIDATE,0.5710,0,0,0,0,16.3368863,0.0001677,-0.0001677,132.20816,0.00723,-0.00723,0.066,0.376,-0.066,3.597,0.197,-0.197,225.9,20.9,-20.9,1.27,0.34,-0.19,642.0,,,40.22,42.68,-18.18,12.10,1,q1_q17_dr25_tce,5410.00,334.00,-371.00,4.490,0.094,-0.175,0.8590,0.2350,-0.1260,19h32m31.44s,+38d09m34.8s,15.050,
8330207,K04390.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.63668262,1.051e-05,-1.051e-05,131.64586,0.00541,-0.00541,1.22,7.189,-0.518,1.907,0.235,-0.235,921.7,88.6,-88.6,103.99,36.36,-48.47,2562.0,,,10160.30,10682.43,-7631.10,12.90,1,q1_q17_dr25_tce,5234.00,158.00,-174.00,3.436,0.402,-0.234,3.7390,1.3070,-1.7430,20h03m41.96s,+44d14m58.8s,16.494,
5881813,K02744.02,,CANDIDATE,CANDIDATE,0.5790,0,0,0,0,11.615625,0.0001528,-0.0001528,131.96843,0.00823,-0.00823,0.977,0.007,-0.705,2.233,0.362,-0.362,191.2,28,-28,2.84,0.43,-1,905.0,,,158.69,65.40,-95.39,8.80,2,q1_q17_dr25_tce,5332.00,88.00,-72.00,4.083,0.368,-0.092,1.4530,0.2180,-0.5100,19h34m06.61s,+41d06m41.2s,15.162,
11560897,K02365.02,Kepler-430 c,CONFIRMED,CANDIDATE,0.9470,0,0,0,0,110.978266,0.003333,-0.003333,147.0226,0.0188,-0.0188,0.074,0.382,-0.074,11.312,0.65,-0.65,150.2,12,-12,1.86,0.31,-0.38,463.0,,,10.84,4.75,-4.34,14.00,2,q1_q17_dr25_tce,5883.00,79.00,-79.00,4.149,0.176,-0.095,1.5290,0.2560,-0.3130,19h31m14.08s,+49d34m46.0s,13.848,
10858737,K04183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.952378454,5.951e-06,-5.951e-06,131.85999,0.00501,-0.00501,0.996,0.057,-0.683,3.892,0.36,-0.36,43.8,3,-3,1.46,0.43,-0.25,2528.0,,,9651.76,8362.08,-3967.61,17.40,3,q1_q17_dr25_tce,6963.00,192.00,-264.00,4.250,0.124,-0.186,1.3750,0.4040,-0.2350,19h22m49.56s,+48d13m35.6s,13.541,
6752002,K04184.01,Kepler-1945 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.08003714,1.668e-05,-1.668e-05,136.88262,0.00228,-0.00228,0.254,0.196,-0.254,1.308,0.0835,-0.0835,184,12.4,-12.4,1.07,0.09,-0.12,808.0,,,100.72,32.86,-29.28,17.70,1,q1_q17_dr25_tce,4991.00,149.00,-134.00,4.513,0.082,-0.060,0.8040,0.0690,-0.0890,18h47m35.55s,+42d17m09.1s,13.473,
7257966,K04185.01,Kepler-1946 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,3.035206175,5.17e-06,-5.17e-06,132.3291,0.00134,-0.00134,0.965,0.006,-0.683,0.6182,0.0834,-0.0834,696.9,43.9,-43.9,3.59,0.8,-0.37,1143.0,,,403.53,275.65,-115.90,19.10,1,q1_q17_dr25_tce,5505.00,164.00,-164.00,4.503,0.063,-0.158,0.8730,0.1950,-0.0900,18h49m20.55s,+42d50m43.6s,15.556,
3644738,K07660.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,358.96844,0.02922,-0.02922,295.8289,0.0473,-0.0473,0.151,0.302,-0.151,21.71,1.4,-1.4,807.8,70.4,-70.4,2.7,0.7,-0.3,263.0,,,1.13,0.86,-0.35,13.30,1,q1_q17_dr25_tce,6117.00,170.00,-212.00,4.496,0.046,-0.184,0.9470,0.2440,-0.1040,19h24m54.62s,+38d46m16.9s,15.360,
9406892,K04186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.21316437,1.386e-05,-1.386e-05,132.71281,0.00581,-0.00581,0.672,0.033,-0.509,3.874,0.189,-0.189,116.1,5.1,-5.1,0.95,0.18,-0.12,1374.0,,,841.98,506.58,-269.40,27.90,1,q1_q17_dr25_tce,5921.00,178.00,-160.00,4.465,0.135,-0.149,0.8300,0.1600,-0.1070,19h31m52.76s,+45d54m20.1s,14.400,
9202434,K04253.01,,CANDIDATE,CANDIDATE,,0,0,0,0,173.2578372,0.0008167,-0.0008167,194.4584,0.00392,-0.00392,1.9038,0.0241,-0.7369,2.027,0.266,-0.266,687,70.1,-70.1,117.29,72.68,-13.22,376.0,,,4.73,8.87,-1.51,13.50,1,q1_q17_dr24_tce,6392.00,147.00,-228.00,4.399,0.057,-0.351,1.1620,0.7200,-0.1310,18h54m54.12s,+45d40m36.7s,14.201,
8487645,K04254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.530967987,1.921e-06,-1.921e-06,131.72336,0.0035,-0.0035,0.093,0.387,-0.093,1.812,0.107,-0.107,26.9,1.3,-1.3,1.08,0.31,-0.2,4196.0,,,73103.16,61299.22,-33623.61,24.10,1,q1_q17_dr25_tce,8473.00,237.00,-407.00,4.123,0.112,-0.168,2.0520,0.5810,-0.3880,19h15m24.07s,+44d35m49.0s,12.717,
10407482,K04255.01,Kepler-1577 b,CONFIRMED,CANDIDATE,0.9740,0,0,0,0,6.30558387,6.536e-05,-6.536e-05,131.53058,0.00939,-0.00939,0.601,0.359,-0.383,2.619,0.276,-0.276,193.1,24.2,-24.2,2.52,1.36,-1.36,1125.0,,,378.90,631.53,-306.81,9.50,1,q1_q17_dr25_tce,4934.00,148.00,-133.00,3.927,0.658,-0.282,1.7560,0.9470,-0.9470,19h31m49.26s,+47d34m23.2s,15.056,
5817613,K04256.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.2058608,0.0001492,-0.0001492,132.2913,0.0304,-0.0304,0.438,0.032,-0.432,7.39,0.651,-0.651,182,17.4,-17.4,1.14,0.3,-0.1,1012.0,,,248.04,202.41,-67.46,13.30,1,q1_q17_dr25_tce,5590.00,186.00,-186.00,4.560,0.031,-0.178,0.8390,0.2200,-0.0730,19h53m56.22s,+41d04m09.2s,15.892,
7901016,K04257.01,,CANDIDATE,CANDIDATE,0.7000,0,0,0,0,41.6757509,0.0005993,-0.0005993,169.791,0.0117,-0.0117,0.256,0.181,-0.256,10.848,0.336,-0.336,142,7.1,-7.1,2.1,0.51,-0.95,690.0,,,53.72,38.64,-39.24,22.60,1,q1_q17_dr25_tce,5745.00,156.00,-156.00,3.957,0.465,-0.155,1.7630,0.4280,-0.7960,19h40m31.99s,+43d37m53.2s,13.340,
5385410,K04323.01,,CANDIDATE,CANDIDATE,0.9100,0,0,0,0,11.49589567,7.245e-05,-7.245e-05,139.38053,0.00563,-0.00563,0.295,0.149,-0.295,2.256,0.155,-0.155,108.3,9.5,-9.5,1.59,0.46,-0.42,1057.0,,,295.46,255.66,-156.16,13.20,1,q1_q17_dr25_tce,6290.00,170.00,-208.00,4.133,0.252,-0.168,1.5060,0.4440,-0.4000,19h50m19.67s,+40d31m52.7s,13.582,
9910942,K04324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.4803326,0.0001724,-0.0001724,135.8598,0.0183,-0.0183,0.556,0.412,-0.34,5.918,0.558,-0.558,35.6,3.9,-3.9,1.35,0.26,-0.46,1390.0,,,882.07,527.66,-540.43,11.00,1,q1_q17_dr25_tce,6245.00,172.00,-191.00,3.826,0.308,-0.103,2.1790,0.4300,-0.7360,19h55m17.99s,+46d42m48.7s,12.797,
7749002,K04325.01,,CANDIDATE,CANDIDATE,0.8680,0,0,0,0,0.609926502,2.437e-06,-2.437e-06,131.80347,0.00309,-0.00309,0.24,0.218,-0.24,1.2529,0.0969,-0.0969,133.8,10.5,-10.5,1.12,0.37,-0.12,2141.0,,,4990.14,4831.82,-1553.05,15.30,1,q1_q17_dr25_tce,5936.00,176.00,-211.00,4.501,0.039,-0.221,0.9650,0.3120,-0.1040,19h21m34.01s,+43d26m25.2s,15.682,
10924340,K04326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.750744255,9.95e-07,-9.95e-07,132.18261,0.00132,-0.00132,1.154,0.633,-0.09,1.7921,0.0555,-0.0555,170.6,4.1,-4.1,17.07,5.56,-1.48,2074.0,,,4387.10,4198.22,-1150.86,50.40,2,q1_q17_dr25_tce,6187.00,169.00,-188.00,4.499,0.041,-0.230,0.9370,0.3050,-0.0810,19h35m14.12s,+48d21m56.2s,13.941,
5371777,K04327.01,Kepler-1589 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,0.991659646,7.946e-06,-7.946e-06,131.53686,0.00487,-0.00487,0.765,0.196,-0.531,2.215,0.183,-0.183,77.3,6.8,-6.8,1.19,0.2,-0.13,2102.0,,,4614.18,1950.29,-1169.03,13.50,1,q1_q17_dr25_tce,6117.00,73.00,-92.00,4.315,0.084,-0.126,1.2440,0.2050,-0.1360,19h37m46.03s,+40d34m18.0s,14.978,
3848083,K07670.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,8.4795266,0.000354,-0.000354,138.1276,0.0409,-0.0409,0.136,0.325,-0.136,6.052,0.9,-0.9,163.3,24.2,-24.2,1.18,0.33,-0.11,865.0,,,132.02,109.18,-39.30,8.00,1,q1_q17_dr25_tce,5841.00,163.00,-225.00,4.520,0.046,-0.196,0.9310,0.2600,-0.0870,19h23m15.81s,+38d58m15.3s,15.994,
6359926,K04391.01,,CANDIDATE,CANDIDATE,0.9900,0,0,0,0,49.4746966,0.0009815,-0.0009815,166.142,0.0171,-0.0171,0.491,0.476,-0.278,10.46,0.525,-0.525,291,19.2,-19.2,1.62,0.46,-0.2,498.0,,,14.50,12.16,-4.63,17.20,1,q1_q17_dr25_tce,5952.00,161.00,-179.00,4.475,0.067,-0.189,0.9280,0.2650,-0.1140,19h21m34.81s,+41d46m53.7s,14.955,
6629993,K04392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,118.609553,0.007173,-0.007173,172.0788,0.0421,-0.0421,0.993,0.021,-0.703,22.74,1.7,-1.7,380.9,30.5,-30.5,2.86,0.26,-0.28,299.0,,,1.88,0.64,-0.53,13.10,1,q1_q17_dr25_tce,5017.00,151.00,-151.00,4.531,0.066,-0.054,0.7920,0.0720,-0.0790,19h51m20.91s,+42d04m45.7s,15.133,
8324518,K04393.01,,CANDIDATE,CANDIDATE,0.9360,0,0,0,0,1.62888267,9.375e-06,-9.375e-06,132.33899,0.00392,-0.00392,0.147,0.31,-0.147,1.72,0.124,-0.124,130.9,12.2,-12.2,0.92,0.19,-0.08,1327.0,,,733.67,485.20,-187.70,12.50,1,q1_q17_dr25_tce,5398.00,177.00,-160.00,4.571,0.034,-0.136,0.8110,0.1690,-0.0680,19h57m06.38s,+44d17m31.1s,15.295,
10427700,K04394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.616386349,1.104e-06,-1.104e-06,131.64315,0.00138,-0.00138,0.226,0.23,-0.226,0.8136,0.0593,-0.0593,79.4,4.4,-4.4,2.94,0.64,-1.18,3552.0,,,37463.63,24935.48,-25895.29,21.90,1,q1_q17_dr25_tce,5665.00,170.00,-204.00,3.580,0.338,-0.135,3.2660,0.7070,-1.3130,19h57m40.77s,+47d33m46.2s,12.985,
3103473,K04395.01,,CANDIDATE,CANDIDATE,0.5280,0,0,0,0,1.920062587,8.516e-06,-8.516e-06,131.72678,0.00363,-0.00363,0.387,0.057,-0.387,1.437,0.129,-0.129,226.8,20.5,-20.5,1.12,0.16,-0.09,1189.0,,,471.84,217.13,-114.60,12.60,1,q1_q17_dr25_tce,5266.00,158.00,-142.00,4.611,0.036,-0.090,0.7410,0.1030,-0.0600,19h11m21.60s,+38d15m19.8s,15.686,
11296045,K04396.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,88.91323139,,,145.6230854,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,19h25m26.85s,+49d01m19.1s,12.981,
3124598,K04187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,7.07162308,4.643e-05,-4.643e-05,136.46253,0.00578,-0.00578,0.331,0.151,-0.331,2.587,0.179,-0.179,123,8.7,-8.7,1.42,0.39,-0.32,1162.0,,,431.05,355.80,-208.11,16.90,1,q1_q17_dr25_tce,6313.00,176.00,-220.00,4.240,0.190,-0.171,1.2590,0.3510,-0.2870,19h33m10.14s,+38d12m42.5s,13.722,
6879171,K04188.01,Kepler-1947 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,6.96352699,3.846e-05,-3.846e-05,133.01717,0.00435,-0.00435,0.09,0.365,-0.09,3.192,0.131,-0.131,68.1,4.5,-4.5,1.4,0.34,-0.59,1298.0,,,669.78,513.56,-473.35,17.40,1,q1_q17_dr25_tce,6040.00,201.00,-201.00,3.978,0.458,-0.153,1.6860,0.4130,-0.7090,19h44m24.97s,+42d20m33.3s,13.128,
9897364,K04189.01,Kepler-1562 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,64.2729088,0.0009417,-0.0009417,186.7353,0.0103,-0.0103,0.908,0.009,-0.654,12.136,0.607,-0.607,1213.9,50.7,-50.7,5.38,1.76,-0.94,554.0,,,22.31,21.51,-9.34,27.40,1,q1_q17_dr25_tce,6341.00,177.00,-243.00,4.278,0.132,-0.198,1.2990,0.4240,-0.2280,19h37m49.37s,+46d44m36.8s,15.589,
12505503,K04190.01,Kepler-1563 b,CONFIRMED,CANDIDATE,0.9310,0,0,0,0,3.4327371,2.772e-05,-2.772e-05,132.92055,0.00703,-0.00703,0.703,0.255,-0.506,4.001,0.2,-0.2,63.2,4.7,-4.7,0.75,0.22,-0.07,1134.0,,,390.57,329.66,-102.03,15.30,1,q1_q17_dr25_tce,5757.00,138.00,-156.00,4.536,0.036,-0.204,0.8810,0.2600,-0.0810,19h14m17.66s,+51d28m21.9s,13.583,
3548639,K04191.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,13.8452726,0.0001489,-0.0001489,136.9596,0.00937,-0.00937,0.566,0.395,-0.346,2.555,0.314,-0.314,93.2,11.8,-11.8,2.34,0.48,-0.78,1276.0,,,626.93,384.26,-382.32,10.40,1,q1_q17_dr25_tce,6845.00,184.00,-225.00,3.890,0.266,-0.114,2.3240,0.4750,-0.7720,19h29m54.93s,+38d39m28.5s,12.632,
4390912,K07695.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.687506554,4.199e-06,-4.199e-06,131.85964,0.00499,-0.00499,0.085,0.372,-0.085,1.441,0.164,-0.164,130.3,12,-12,8.73,1.46,-0.25,4748.0,,,120304.40,51614.14,-11923.05,14.40,1,q1_q17_dr25_tce,4643.00,55.00,-55.00,2.595,0.024,-0.033,7.9060,1.3250,-0.2210,19h49m20.10s,+39d26m51.3s,12.467,
7115925,K04258.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.566801617,3.215e-06,-3.215e-06,131.80435,0.00493,-0.00493,0.565,0.074,-0.442,2.75,0.171,-0.171,24.9,1.2,-1.2,0.88,0.19,-0.24,3018.0,,,19598.53,12917.01,-10362.10,26.40,1,q1_q17_dr25_tce,6287.00,169.00,-188.00,4.064,0.228,-0.123,1.6930,0.3750,-0.4580,19h24m51.21s,+42d37m32.2s,12.528,
5785279,K04259.01,,CANDIDATE,CANDIDATE,0.8850,0,0,0,0,0.909127736,4.052e-06,-4.052e-06,132.40471,0.00351,-0.00351,0.098,0.36,-0.098,1.431,0.119,-0.119,98.7,8.7,-8.7,0.98,0.26,-0.17,1818.0,,,2566.87,2113.64,-995.71,13.90,1,q1_q17_dr25_tce,5486.00,164.00,-164.00,4.389,0.149,-0.182,0.9960,0.2720,-0.1680,19h20m02.99s,+41d05m24.0s,15.195,
7429287,K04260.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,371.63327,0.02201,-0.02201,296.9495,0.0244,-0.0244,0.8185,0.1421,-0.5779,14.92,1.1,-1.1,107,10.1,-10.1,1.83,0.11,-0.08,316.0,,,2.36,0.39,-0.29,15.20,,,5802.00,60.00,-60.00,4.073,0.012,-0.012,1.5900,0.0900,-0.0700,19h05m35.00s,+43d04m33.0s,11.443,
10526887,K04261.01,Kepler-1578 b,CONFIRMED,CANDIDATE,0.7410,0,0,0,0,1.450889836,6.484e-06,-6.484e-06,132.2306,0.00325,-0.00325,0.333,0.116,-0.333,1.753,0.115,-0.115,135.7,10,-10,1.21,0.38,-0.17,1700.0,,,1970.75,1882.23,-690.32,15.70,1,q1_q17_dr25_tce,6046.00,189.00,-210.00,4.423,0.087,-0.203,1.0230,0.3220,-0.1380,19h13m12.48s,+47d46m32.0s,15.369,
11125613,K02485.03,Kepler-1254 d,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,5.72716067,3.048e-05,-3.048e-05,133.96409,0.00414,-0.00414,0.447,0.044,-0.431,2.23,0.135,-0.135,310.9,21.9,-21.9,1.4,0.05,-0.09,794.0,,,93.96,13.04,-17.39,16.00,3,q1_q17_dr25_tce,4838.00,77.00,-77.00,4.524,0.063,-0.018,0.7960,0.0270,-0.0540,19h00m41.60s,+48d46m12.1s,15.311,
